age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
39,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,<=50K
45,localgov,somecollege,marriedcivspouse,protectiveserv,husband,white,Male,40,unitedstates,>50K
31,private,hsgrad,marriedcivspouse,admclerical,husband,white,Male,50,unitedstates,<=50K
36,federalgov,masters,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
33,selfempnotinc,assocvoc,marriedcivspouse,farmingfishing,husband,white,Male,65,unitedstates,<=50K
51,selfempnotinc,hsgrad,divorced,execmanagerial,notinfamily,white,Female,35,unitedstates,>50K
36,private,hsgrad,divorced,machineopinspct,unmarried,white,Male,40,unitedstates,<=50K
44,private,assocvoc,marriedcivspouse,admclerical,husband,white,Male,51,unitedstates,>50K
40,private,hsgrad,divorced,admclerical,unmarried,white,Female,45,england,<=50K
38,selfempnotinc,profschool,marriedcivspouse,profspecialty,husband,white,Male,60,unitedstates,>50K
30,private,hsgrad,nevermarried,sales,notinfamily,white,Female,40,unitedstates,<=50K
39,private,assocacdm,separated,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
44,selfempnotinc,somecollege,divorced,otherservice,unmarried,white,Male,40,unitedstates,<=50K
37,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,60,unitedstates,>50K
79,selfempnotinc,assocvoc,marriedcivspouse,sales,husband,white,Male,20,unitedstates,>50K
36,private,bachelors,marriedcivspouse,execmanagerial,husband,black,Male,45,unitedstates,>50K
23,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,30,unitedstates,<=50K
27,private,bachelors,nevermarried,admclerical,notinfamily,white,Female,45,unitedstates,<=50K
46,selfempnotinc,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,>50K
58,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
36,private,assocacdm,divorced,execmanagerial,notinfamily,white,Male,48,unitedstates,<=50K
36,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,60,unitedstates,>50K
38,private,somecollege,nevermarried,admclerical,notinfamily,white,Male,45,unitedstates,<=50K
41,stategov,hsgrad,nevermarried,transportmoving,notinfamily,white,Female,40,unitedstates,>50K
34,private,bachelors,marriedcivspouse,sales,wife,white,Female,40,unitedstates,>50K
63,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,>50K
29,federalgov,bachelors,nevermarried,profspecialty,notinfamily,white,Female,40,unitedstates,<=50K
65,private,somecollege,marriedcivspouse,farmingfishing,husband,white,Male,40,unitedstates,<=50K
26,private,bachelors,nevermarried,otherservice,notinfamily,white,Female,25,unitedstates,<=50K
42,private,doctorate,marriedcivspouse,profspecialty,husband,asianpacislander,Male,40,taiwan,>50K
41,selfempnotinc,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,25,unitedstates,<=50K
22,localgov,assocacdm,nevermarried,admclerical,ownchild,black,Female,35,haiti,<=50K
18,private,11th,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
33,localgov,10th,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
38,localgov,bachelors,marriedcivspouse,profspecialty,husband,white,Male,38,unitedstates,>50K
41,stategov,hsgrad,marriedcivspouse,admclerical,wife,white,Female,40,unitedstates,<=50K
52,private,somecollege,divorced,admclerical,unmarried,white,Female,40,unitedstates,<=50K
40,private,somecollege,separated,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
53,federalgov,somecollege,nevermarried,profspecialty,unmarried,white,Female,40,unitedstates,<=50K
45,selfempnotinc,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,<=50K
30,localgov,10th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
56,private,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
24,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
71,selfempnotinc,7th8th,marriedcivspouse,farmingfishing,husband,white,Male,50,unitedstates,<=50K
26,private,bachelors,marriedcivspouse,techsupport,husband,white,Male,50,unitedstates,<=50K
34,private,hsgrad,marriedcivspouse,sales,husband,white,Male,65,unitedstates,<=50K
49,private,hsgrad,separated,profspecialty,unmarried,white,Female,60,unitedstates,<=50K
48,private,doctorate,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
30,private,somecollege,divorced,machineopinspct,notinfamily,white,Male,40,unitedstates,<=50K
51,private,hsgrad,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
46,private,somecollege,marriedspouseabsent,sales,unmarried,white,Female,40,unitedstates,<=50K
32,selfempinc,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,45,unitedstates,<=50K
42,private,profschool,marriedcivspouse,sales,wife,amerindianeskimo,Female,40,south,>50K
52,stategov,somecollege,marriedcivspouse,techsupport,husband,white,Male,50,unitedstates,<=50K
57,private,hsgrad,divorced,admclerical,otherrelative,black,Female,40,unitedstates,<=50K
35,private,somecollege,divorced,admclerical,unmarried,white,Female,39,unitedstates,<=50K
38,private,masters,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
36,private,somecollege,divorced,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
33,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,cuba,>50K
67,localgov,hsgrad,divorced,protectiveserv,notinfamily,black,Male,20,unitedstates,<=50K
31,selfempnotinc,somecollege,marriedcivspouse,sales,husband,white,Male,48,unitedstates,<=50K
31,private,hsgrad,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,<=50K
28,private,somecollege,nevermarried,machineopinspct,notinfamily,white,Male,42,unitedstates,<=50K
36,private,hsgrad,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
58,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,35,unitedstates,>50K
56,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
35,private,somecollege,nevermarried,sales,notinfamily,white,Male,40,unitedstates,<=50K
38,private,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
44,private,bachelors,marriedspouseabsent,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
26,private,hsgrad,nevermarried,farmingfishing,ownchild,white,Male,40,unitedstates,<=50K
51,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
31,private,somecollege,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,>50K
30,private,somecollege,nevermarried,sales,ownchild,white,Female,40,elsalvador,<=50K
20,private,somecollege,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
21,private,somecollege,nevermarried,admclerical,ownchild,asianpacislander,Female,40,unitedstates,<=50K
53,stategov,assocvoc,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,>50K
54,private,hsgrad,marriedcivspouse,admclerical,husband,white,Male,45,unitedstates,<=50K
30,private,bachelors,marriedcivspouse,sales,husband,white,Male,50,unitedstates,>50K
48,private,assocvoc,divorced,otherservice,ownchild,white,Female,40,unitedstates,<=50K
62,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
31,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
22,private,hsgrad,nevermarried,sales,notinfamily,white,Male,60,unitedstates,<=50K
34,private,somecollege,separated,sales,notinfamily,white,Male,45,unitedstates,<=50K
64,private,hsgrad,marriedcivspouse,execmanagerial,husband,white,Male,20,unitedstates,<=50K
42,selfempnotinc,bachelors,marriedcivspouse,farmingfishing,husband,white,Male,65,unitedstates,<=50K
60,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,70,unitedstates,<=50K
44,private,hsgrad,nevermarried,craftrepair,otherrelative,white,Male,58,unitedstates,<=50K
53,selfempnotinc,profschool,marriedcivspouse,profspecialty,husband,white,Male,38,unitedstates,>50K
37,private,assocvoc,marriedcivspouse,transportmoving,husband,white,Male,50,unitedstates,>50K
23,private,hsgrad,nevermarried,otherservice,notinfamily,white,Female,35,unitedstates,<=50K
28,private,bachelors,marriedcivspouse,profspecialty,husband,asianpacislander,Male,40,taiwan,<=50K
58,private,masters,nevermarried,admclerical,notinfamily,white,Female,24,unitedstates,>50K
74,selfempinc,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,25,unitedstates,>50K
27,private,hsgrad,nevermarried,admclerical,ownchild,white,Male,40,unitedstates,<=50K
38,private,hsgrad,divorced,admclerical,unmarried,black,Female,40,unitedstates,<=50K
23,private,assocacdm,nevermarried,admclerical,ownchild,white,Male,40,unitedstates,<=50K
41,private,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,yugoslavia,<=50K
45,private,somecollege,marriedcivspouse,techsupport,husband,asianpacislander,Male,55,unitedstates,>50K
33,private,bachelors,nevermarried,sales,notinfamily,white,Male,45,unitedstates,>50K
61,localgov,masters,marriedcivspouse,execmanagerial,husband,white,Male,60,unitedstates,>50K
29,private,assocacdm,marriedcivspouse,sales,wife,other,Female,45,unitedstates,>50K
22,private,somecollege,nevermarried,sales,otherrelative,white,Male,38,unitedstates,<=50K
28,private,9th,nevermarried,craftrepair,notinfamily,white,Male,40,elsalvador,<=50K
30,private,bachelors,marriedcivspouse,profspecialty,wife,white,Female,40,unitedstates,<=50K
20,private,somecollege,nevermarried,handlerscleaners,ownchild,white,Male,20,unitedstates,<=50K
45,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,>50K
42,private,assocacdm,divorced,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
34,private,hsgrad,nevermarried,craftrepair,ownchild,white,Male,40,unitedstates,<=50K
31,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,60,unitedstates,>50K
23,private,bachelors,nevermarried,execmanagerial,ownchild,white,Female,40,unitedstates,<=50K
50,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,<=50K
38,private,10th,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
57,private,hsgrad,divorced,admclerical,notinfamily,white,Female,45,unitedstates,<=50K
35,private,somecollege,marriedcivspouse,admclerical,wife,white,Female,27,unitedstates,<=50K
24,private,bachelors,nevermarried,execmanagerial,ownchild,white,Male,45,unitedstates,<=50K
27,private,somecollege,nevermarried,admclerical,notinfamily,white,Female,15,unitedstates,<=50K
27,localgov,somecollege,nevermarried,protectiveserv,ownchild,white,Female,40,unitedstates,>50K
45,selfempinc,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
23,stategov,somecollege,nevermarried,otherservice,notinfamily,white,Male,50,unitedstates,<=50K
46,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
38,private,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,>50K
50,private,hsgrad,divorced,sales,notinfamily,white,Male,60,unitedstates,<=50K
55,private,somecollege,marriedcivspouse,sales,husband,white,Male,50,unitedstates,<=50K
38,private,hsgrad,marriedcivspouse,execmanagerial,wife,white,Female,50,england,<=50K
65,private,somecollege,widowed,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
38,private,10th,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
39,stategov,hsgrad,marriedcivspouse,admclerical,wife,white,Female,40,unitedstates,<=50K
38,private,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
46,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,>50K
50,private,hsgrad,marriedcivspouse,sales,husband,white,Male,65,unitedstates,>50K
54,private,assocacdm,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
40,private,masters,nevermarried,sales,notinfamily,white,Male,50,unitedstates,>50K
50,private,hsgrad,marriedcivspouse,farmingfishing,husband,white,Male,35,unitedstates,<=50K
38,private,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,53,unitedstates,<=50K
55,private,hsgrad,divorced,handlerscleaners,notinfamily,white,Male,40,unitedstates,<=50K
20,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
21,private,somecollege,nevermarried,admclerical,notinfamily,white,Male,35,unitedstates,<=50K
43,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
33,localgov,hsgrad,nevermarried,otherservice,unmarried,amerindianeskimo,Male,40,unitedstates,<=50K
26,private,somecollege,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,<=50K
38,stategov,doctorate,marriedcivspouse,profspecialty,husband,white,Male,40,unitedstates,>50K
31,stategov,somecollege,nevermarried,otherservice,ownchild,white,Female,65,unitedstates,<=50K
60,selfempnotinc,hsgrad,marriedcivspouse,sales,husband,white,Male,50,unitedstates,<=50K
41,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,>50K
27,private,somecollege,divorced,admclerical,unmarried,black,Female,36,unitedstates,<=50K
33,private,5th6th,divorced,handlerscleaners,unmarried,white,Male,40,mexico,<=50K
43,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
27,private,11th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
18,selfempnotinc,10th,nevermarried,farmingfishing,ownchild,white,Male,40,unitedstates,<=50K
37,private,7th8th,divorced,execmanagerial,notinfamily,white,Male,50,unitedstates,<=50K
58,private,hsgrad,marriedcivspouse,machineopinspct,husband,white,Male,40,unitedstates,<=50K
57,private,12th,marriedcivspouse,transportmoving,husband,black,Male,40,unitedstates,>50K
42,localgov,bachelors,nevermarried,admclerical,notinfamily,white,Female,40,unitedstates,>50K
43,selfempinc,hsgrad,divorced,craftrepair,unmarried,white,Male,50,unitedstates,<=50K
34,private,11th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
38,private,bachelors,marriedcivspouse,execmanagerial,wife,white,Female,40,unitedstates,<=50K
51,selfempnotinc,11th,marriedcivspouse,farmingfishing,husband,white,Male,45,unitedstates,>50K
49,selfempnotinc,doctorate,marriedcivspouse,profspecialty,wife,white,Female,35,unitedstates,>50K
26,private,bachelors,nevermarried,admclerical,ownchild,white,Female,40,unitedstates,<=50K
28,private,hsgrad,divorced,transportmoving,unmarried,black,Female,20,unitedstates,<=50K
22,federalgov,somecollege,marriedcivspouse,sales,husband,white,Male,37,unitedstates,<=50K
26,private,hsgrad,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
45,private,9th,marriedcivspouse,otherservice,husband,white,Male,40,unitedstates,>50K
39,private,somecollege,divorced,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
23,private,hsgrad,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
42,localgov,bachelors,marriedcivspouse,profspecialty,husband,white,Male,60,unitedstates,>50K
43,federalgov,assocvoc,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
33,selfempnotinc,somecollege,nevermarried,farmingfishing,notinfamily,white,Male,70,unitedstates,<=50K
68,stategov,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,20,unitedstates,<=50K
25,private,somecollege,nevermarried,admclerical,unmarried,other,Male,40,unitedstates,<=50K
53,private,5th6th,marriedcivspouse,otherservice,otherrelative,white,Female,24,italy,<=50K
38,private,assocvoc,marriedcivspouse,execmanagerial,husband,white,Male,55,unitedstates,>50K
20,private,hsgrad,nevermarried,machineopinspct,ownchild,white,Male,40,unitedstates,<=50K
26,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
23,private,hsgrad,nevermarried,transportmoving,ownchild,white,Male,40,unitedstates,<=50K
43,stategov,hsgrad,divorced,techsupport,notinfamily,white,Female,40,unitedstates,<=50K
38,stategov,somecollege,nevermarried,protectiveserv,notinfamily,white,Male,36,unitedstates,<=50K
34,private,10th,separated,otherservice,unmarried,white,Female,36,unitedstates,<=50K
24,private,somecollege,nevermarried,sales,ownchild,white,Male,35,unitedstates,<=50K
44,localgov,masters,marriedcivspouse,profspecialty,husband,white,Male,35,unitedstates,>50K
47,private,bachelors,marriedcivspouse,admclerical,husband,white,Male,40,unitedstates,>50K
45,private,hsgrad,widowed,sales,unmarried,white,Female,45,unitedstates,<=50K
43,private,hsgrad,separated,handlerscleaners,unmarried,black,Female,45,unitedstates,<=50K
50,private,doctorate,divorced,profspecialty,otherrelative,white,Male,50,unitedstates,>50K
29,private,bachelors,nevermarried,profspecialty,notinfamily,white,Male,40,unitedstates,<=50K
47,private,bachelors,nevermarried,execmanagerial,notinfamily,white,Male,50,unitedstates,<=50K
21,private,hsgrad,nevermarried,admclerical,ownchild,white,Female,40,unitedstates,<=50K
74,selfempnotinc,profschool,divorced,profspecialty,otherrelative,white,Male,40,unitedstates,<=50K
38,selfempnotinc,somecollege,marriedcivspouse,farmingfishing,husband,white,Male,70,unitedstates,<=50K
27,private,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
32,localgov,bachelors,divorced,admclerical,unmarried,asianpacislander,Female,46,unitedstates,<=50K
29,localgov,assocvoc,divorced,protectiveserv,unmarried,white,Male,56,unitedstates,<=50K
18,private,11th,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
38,stategov,somecollege,marriedcivspouse,protectiveserv,husband,white,Male,70,unitedstates,<=50K
38,private,somecollege,nevermarried,otherservice,ownchild,white,Female,30,unitedstates,<=50K
31,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,38,unitedstates,<=50K
38,localgov,somecollege,marriedcivspouse,protectiveserv,husband,white,Male,40,unitedstates,<=50K
39,private,profschool,divorced,profspecialty,notinfamily,white,Male,70,unitedstates,>50K
29,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
34,private,somecollege,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,<=50K
52,stategov,bachelors,widowed,execmanagerial,unmarried,white,Female,55,unitedstates,<=50K
35,private,hsgrad,nevermarried,sales,notinfamily,white,Male,25,unitedstates,<=50K
33,private,10th,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
43,private,bachelors,marriedcivspouse,execmanagerial,husband,asianpacislander,Male,50,unitedstates,>50K
51,localgov,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
36,private,hsgrad,nevermarried,otherservice,unmarried,white,Female,30,unitedstates,<=50K
17,localgov,11th,nevermarried,profspecialty,ownchild,white,Female,40,unitedstates,<=50K
32,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
39,private,hsgrad,nevermarried,machineopinspct,unmarried,black,Female,40,unitedstates,<=50K
19,selfempinc,somecollege,nevermarried,farmingfishing,ownchild,white,Male,60,unitedstates,<=50K
54,private,11th,divorced,admclerical,notinfamily,white,Male,40,unitedstates,>50K
45,private,bachelors,divorced,profspecialty,notinfamily,white,Male,50,unitedstates,>50K
38,localgov,bachelors,divorced,profspecialty,notinfamily,black,Female,40,unitedstates,<=50K
49,selfempnotinc,hsgrad,marriedcivspouse,farmingfishing,husband,white,Male,98,unitedstates,<=50K
32,private,hsgrad,divorced,admclerical,unmarried,white,Female,40,unitedstates,<=50K
28,selfempinc,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,50,unitedstates,<=50K
39,selfempinc,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
27,selfempinc,hsgrad,nevermarried,sales,notinfamily,white,Male,50,unitedstates,<=50K
38,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,44,unitedstates,<=50K
45,private,bachelors,marriedcivspouse,craftrepair,husband,white,Male,45,unitedstates,>50K
19,private,hsgrad,nevermarried,otherservice,ownchild,white,Male,30,unitedstates,<=50K
46,private,10th,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,>50K
50,private,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,40,unitedstates,<=50K
32,private,hsgrad,nevermarried,admclerical,notinfamily,white,Female,42,unitedstates,<=50K
47,selfempinc,profschool,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
43,selfempnotinc,hsgrad,marriedcivspouse,farmingfishing,husband,white,Male,50,unitedstates,<=50K
29,private,bachelors,nevermarried,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
90,private,bachelors,nevermarried,profspecialty,ownchild,white,Female,10,unitedstates,<=50K
41,private,profschool,marriedcivspouse,execmanagerial,wife,white,Female,50,japan,>50K
24,private,preschool,nevermarried,farmingfishing,notinfamily,white,Male,36,mexico,<=50K
38,private,somecollege,nevermarried,farmingfishing,ownchild,white,Male,50,unitedstates,<=50K
38,private,somecollege,nevermarried,otherservice,notinfamily,white,Female,53,unitedstates,<=50K
35,private,hsgrad,marriedcivspouse,admclerical,wife,white,Female,42,unitedstates,>50K
30,private,bachelors,nevermarried,admclerical,otherrelative,white,Male,40,unitedstates,<=50K
46,private,bachelors,separated,execmanagerial,unmarried,white,Female,40,unitedstates,<=50K
19,localgov,somecollege,nevermarried,admclerical,ownchild,white,Female,30,unitedstates,<=50K
39,private,9th,separated,craftrepair,ownchild,white,Male,35,mexico,<=50K
34,private,hsgrad,divorced,craftrepair,unmarried,white,Male,40,unitedstates,<=50K
41,private,assocvoc,marriedcivspouse,sales,husband,white,Male,40,unitedstates,<=50K
24,selfempnotinc,somecollege,nevermarried,farmingfishing,ownchild,white,Male,60,unitedstates,<=50K
24,private,hsgrad,nevermarried,otherservice,notinfamily,amerindianeskimo,Male,35,unitedstates,<=50K
38,selfempinc,masters,nevermarried,execmanagerial,notinfamily,white,Female,45,france,>50K
37,private,hsgrad,nevermarried,machineopinspct,notinfamily,white,Male,38,puertorico,<=50K
39,selfempnotinc,hsgrad,marriedcivspouse,transportmoving,husband,white,Male,60,unitedstates,>50K
58,private,hsgrad,divorced,otherservice,unmarried,white,Female,25,unitedstates,<=50K
38,federalgov,somecollege,marriedcivspouse,techsupport,wife,white,Female,40,unitedstates,<=50K
57,private,hsgrad,separated,craftrepair,unmarried,white,Male,40,unitedstates,<=50K
38,federalgov,hsgrad,marriedcivspouse,techsupport,husband,white,Male,40,unitedstates,>50K
23,private,hsgrad,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
35,private,somecollege,marriedcivspouse,profspecialty,husband,amerindianeskimo,Male,40,unitedstates,<=50K
43,private,bachelors,marriedcivspouse,profspecialty,husband,white,Male,55,italy,>50K
39,selfempnotinc,somecollege,marriedcivspouse,farmingfishing,husband,white,Male,60,unitedstates,<=50K
36,private,hsgrad,nevermarried,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
29,localgov,assocacdm,divorced,otherservice,unmarried,white,Female,13,unitedstates,<=50K
25,private,hsgrad,nevermarried,handlerscleaners,ownchild,white,Male,40,unitedstates,<=50K
54,private,10th,separated,transportmoving,unmarried,black,Male,45,unitedstates,>50K
50,selfempinc,bachelors,marriedcivspouse,sales,husband,asianpacislander,Male,60,south,>50K
70,private,10th,marriedcivspouse,machineopinspct,husband,white,Male,50,unitedstates,<=50K
61,private,bachelors,divorced,sales,notinfamily,black,Male,48,unitedstates,>50K
51,federalgov,bachelors,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,<=50K
38,selfempnotinc,masters,marriedcivspouse,farmingfishing,husband,white,Male,70,unitedstates,<=50K
51,private,hsgrad,divorced,profspecialty,unmarried,white,Female,40,unitedstates,>50K
38,private,hsgrad,nevermarried,otherservice,notinfamily,white,Male,40,unitedstates,<=50K
66,selfempnotinc,profschool,marriedcivspouse,profspecialty,husband,white,Male,25,unitedstates,>50K
57,selfempinc,hsgrad,separated,farmingfishing,notinfamily,white,Male,60,unitedstates,>50K
42,private,10th,marriedcivspouse,craftrepair,ownchild,other,Male,43,unitedstates,>50K
74,private,profschool,marriedcivspouse,profspecialty,husband,white,Male,50,unitedstates,>50K
50,private,somecollege,divorced,sales,notinfamily,white,Female,40,unitedstates,<=50K
44,private,11th,separated,otherservice,unmarried,black,Female,30,unitedstates,<=50K
17,private,10th,nevermarried,otherservice,ownchild,white,Male,10,unitedstates,<=50K
43,private,somecollege,marriedcivspouse,transportmoving,husband,white,Male,60,unitedstates,<=50K
32,private,assocacdm,divorced,admclerical,unmarried,white,Female,40,unitedstates,<=50K
54,private,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,>50K
20,private,somecollege,nevermarried,admclerical,ownchild,white,Female,20,unitedstates,<=50K
34,private,hsgrad,marriedcivspouse,otherservice,husband,white,Male,45,unitedstates,<=50K
30,private,somecollege,nevermarried,sales,ownchild,white,Male,20,unitedstates,<=50K
28,private,somecollege,nevermarried,craftrepair,notinfamily,black,Male,40,unitedstates,<=50K
44,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,45,unitedstates,>50K
29,localgov,assocvoc,marriedcivspouse,techsupport,wife,white,Female,35,nicaragua,>50K
28,private,doctorate,nevermarried,profspecialty,notinfamily,white,Male,50,germany,<=50K
38,private,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,<=50K
56,selfempinc,somecollege,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,<=50K
37,private,hsgrad,divorced,craftrepair,notinfamily,white,Male,40,unitedstates,<=50K
66,selfempnotinc,bachelors,marriedcivspouse,sales,husband,white,Male,40,unitedstates,>50K
60,private,assocvoc,divorced,profspecialty,unmarried,white,Female,40,unitedstates,<=50K
54,selfempnotinc,somecollege,marriedcivspouse,transportmoving,husband,white,Male,30,unitedstates,<=50K
47,private,hsgrad,marriedcivspouse,craftrepair,husband,white,Male,40,unitedstates,>50K
47,private,somecollege,divorced,profspecialty,notinfamily,white,Male,48,unitedstates,>50K
48,selfempinc,assocvoc,marriedcivspouse,craftrepair,husband,white,Male,60,unitedstates,<=50K
50,selfempinc,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,50,germany,>50K
55,localgov,hsgrad,marriedcivspouse,handlerscleaners,husband,white,Male,40,unitedstates,<=50K
62,private,hsgrad,widowed,sales,notinfamily,white,Female,32,unitedstates,<=50K
25,private,10th,marriedcivspouse,machineopinspct,husband,white,Male,40,guatemala,<=50K
49,private,11th,divorced,execmanagerial,notinfamily,white,Female,38,unitedstates,<=50K
32,stategov,somecollege,nevermarried,protectiveserv,unmarried,black,Female,40,unitedstates,<=50K
25,federalgov,hsgrad,nevermarried,handlerscleaners,notinfamily,amerindianeskimo,Male,40,unitedstates,<=50K
39,private,somecollege,marriedcivspouse,machineopinspct,husband,white,Male,50,unitedstates,<=50K
27,localgov,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,50,unitedstates,<=50K
43,private,hsgrad,marriedcivspouse,otherservice,husband,black,Male,40,unitedstates,>50K
38,private,hsgrad,divorced,otherservice,otherrelative,asianpacislander,Female,40,south,<=50K
21,private,somecollege,nevermarried,sales,ownchild,white,Female,20,unitedstates,<=50K
38,private,somecollege,nevermarried,admclerical,notinfamily,white,Male,50,unitedstates,<=50K
33,private,11th,nevermarried,admclerical,unmarried,black,Female,38,unitedstates,<=50K
70,private,7th8th,widowed,otherservice,notinfamily,white,Female,35,unitedstates,<=50K
17,private,11th,nevermarried,otherservice,ownchild,white,Male,25,unitedstates,<=50K
20,private,somecollege,nevermarried,farmingfishing,ownchild,white,Male,40,unitedstates,<=50K
19,private,somecollege,nevermarried,otherservice,otherrelative,black,Male,35,unitedstates,<=50K
71,federalgov,somecollege,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,>50K
38,private,assocacdm,marriedcivspouse,execmanagerial,husband,white,Male,40,unitedstates,<=50K
